Advisor,Location,Region,Sales Jan 22,Trades Jan 22,Sales Feb 22,Trades Feb 22,Sales Mar 22,Trades Mar 22,Sales Apr 22,Trades Apr 22,Sales May 22,Trades May 22,Sales Jun 22,Trades Jun 22,Sales Jul 22,Trades Jul 22,Sales Aug 22,Trades Aug 22,Sales Sep 22,Trades Sep 22,Sales Oct 22,Trades Oct 22,Sales Nov 22,Trades Nov 22,Sales Dec 22,Trades Dec 22,Sales Jan 23,Trades Jan 23,Sales Feb 23,Trades Feb 23,Sales Mar 23,Trades Mar 23,Sales Apr 23,Trades Apr 23,Sales May 23,Trades May 23,Sales Jun 23,Trades Jun 23,Sales Jul 23,Trades Jul 23,Sales Aug 23,Trades Aug 23,Sales Sep 23,Trades Sep 23,Sales Oct 23,Trades Oct 23,Sales Nov 23,Trades Nov 23,Sales Dec 23,Trades Dec 23,Sales Jan 24,Trades Jan 24,Sales Feb 24,Trades Feb 24,Sales Mar 24,Trades Mar 24,Sales Apr 24,Trades Apr 24,Sales May 24,Trades May 24,Sales Jun 24,Trades Jun 24,Sales Jul 24,Trades Jul 24,Sales Aug 24,Trades Aug 24,Sales Sep 24,Trades Sep 24
Charlie,Shanghai,Asia,832670.17,26,988414.95,67,185056.47,15,667415.94,3,467252.37,74,621217.88,39,205346.08,6,763309.05,95,544383.43,36,576063.36,56,337161.89,85,517201.36,76,505401.04,36,628289.86,62,736721.37,80,151889.6,7,242517.61,69,552655.85,52,851908.77,59,297036.66,86,587493.43,59,283267.83,77,136376.56,29,181411.91,94,453357.9,66,498287.55,94,358118.94,79,131273.37,80,439765.2,87,460831.02,53,393195.25,1,91004.42,93,884350.94,13
David,London,Europe,76575.22,60,238081.28,32,389569.19,59,223206.91,90,49574.64,10,667732.36,71,743291.8,26,925053.74,77,700123.11,59,546527.11,33,534553.0,4,390993.85,37,189822.87,52,345237.84,16,9586.3,7,430836.52,41,401265.19,67,906922.07,37,788661.34,63,512264.43,73,730111.38,14,769863.49,90,317215.58,85,93077.34,24,928129.25,83,892372.79,88,956611.95,48,808276.5,8,50167.83,76,173315.15,30,396390.89,92,943071.67,21,691758.69,16
Grace,Johannesburg,Africa,7590.7,62,233295.01,89,101667.57,83,480237.37,75,583309.62,27,193090.98,95,945798.43,21,103280.44,16,63417.19,37,956237.07,9,300145.29,23,67958.39,25,917931.62,19,171924.05,96,300705.95,30,40911.16,4,754228.12,1,393249.96,1,112933.06,37,737864.48,17,993684.73,89,788742.56,46,200763.75,30,578192.75,76,186382.02,26,448990.2,2,183898.1,51,362830.75,39,610319.97,48,567149.87,43,712919.96,98,243916.04,31,997694.65,29
Charlie,Los Angeles,America,322088.05,93,529062.22,75,876633.78,80,50485.79,59,612616.97,64,135020.36,57,669204.8,82,964533.08,64,846079.13,94,966077.09,28,900249.43,43,312694.67,86,200189.09,5,187477.15,31,919066.36,91,675093.96,91,966000.31,1,706704.65,98,350153.28,99,727140.51,52,333146.12,34,683616.0,57,228923.97,74,285202.19,95,341422.93,11,119774.03,42,656500.24,55,951726.15,48,395589.61,88,393876.58,44,979168.1,8,535389.26,38,844431.38,56
David,Toronto,America,889319.25,89,839633.47,45,551823.32,92,683671.27,50,686032.25,39,806225.15,68,999368.02,38,898935.6,24,384085.53,34,612492.77,96,933685.78,64,740165.06,22,565586.45,61,671416.34,88,653033.1,82,413198.87,82,205768.77,77,955155.14,23,680542.14,25,440495.48,64,487314.29,56,927511.68,47,667009.33,86,564113.74,63,788092.94,45,926060.31,20,410532.35,51,578142.16,25,957452.21,59,675966.52,5,9094.28,57,8648.43,85,208256.37,70
Frank,Berlin,Europe,286618.35,85,409935.48,0,495551.21,58,16223.27,43,522349.08,53,285705.44,83,738935.16,81,65884.66,57,918228.19,1,321973.75,45,680194.08,47,211665.31,31,975717.37,34,429328.38,54,220114.35,92,733673.53,13,975642.36,57,635803.11,56,424740.9,1,823700.71,26,726839.79,31,707108.68,0,255731.42,30,348686.93,31,96947.66,40,542013.25,0,940593.58,26,302696.21,52,940527.3,44,846582.19,37,532919.5,89,292459.86,24,288983.15,45
Frank,Shanghai,Asia,660339.42,33,209416.57,16,272726.67,17,661423.57,72,76236.05,49,443882.62,48,146256.25,23,449398.22,55,466571.95,81,87015.25,83,515509.68,55,168135.64,11,372026.61,27,658936.3,28,782046.34,62,685702.53,18,982902.28,41,297898.56,67,215212.62,24,326378.61,31,808184.94,20,94775.04,97,810939.37,9,393565.78,16,193167.25,99,949655.0,6,135994.09,17,47932.6,57,52107.64,84,748.16,65,323530.07,16,490398.66,37,134460.17,87
Adam,Lagos,Africa,431102.86,78,257914.87,9,277591.17,81,782253.49,6,662508.33,60,217383.32,10,413848.03,61,247081.36,22,344101.7,47,726473.41,56,259855.95,92,111081.78,98,271814.58,82,272127.25,44,865100.14,17,588052.7,46,694770.48,85,634288.44,41,400318.78,73,907782.77,29,999596.82,92,127479.07,88,620829.94,65,290497.86,35,62801.59,10,340869.81,33,94671.61,36,375264.42,47,252172.95,29,517708.08,22,804627.81,58,499470.88,45,275210.1,20
Eve,Cairo,Africa,632365.25,28,103280.63,25,98389.97,96,18469.94,88,453913.39,75,309948.38,61,840990.59,87,864935.34,69,688481.11,33,331106.96,53,271989.29,52,347166.95,31,142032.39,46,214718.52,75,520949.23,5,918622.57,46,453570.91,35,555874.36,98,677834.1,4,767965.99,3,654207.12,54,412852.45,54,779819.44,5,674837.38,5,760665.57,78,675346.04,64,877601.06,24,304734.68,76,92426.12,78,898490.31,35,537058.69,4,939201.86,19,402822.84,32
Frank,Cairo,Africa,706514.48,70,496325.08,78,587235.63,72,371483.8,90,492073.83,26,373897.87,30,929697.43,36,663931.1,51,229822.84,68,967202.12,34,616459.39,81,515699.79,87,44680.19,93,112715.96,51,167607.81,56,611583.78,54,482247.32,16,360347.71,36,423745.62,19,895766.51,89,544064.58,2,268124.28,45,588882.79,21,792210.02,53,716103.09,62,370393.97,45,25071.02,49,773972.8,84,326453.92,70,615060.46,66,475173.47,57,387516.82,13,85021.0,35
Bob,Berlin,Europe,168480.25,70,888302.15,98,985180.12,96,18817.13,49,663121.12,89,134137.63,95,531684.07,61,552755.11,92,591587.99,15,454152.22,24,272902.77,15,43840.37,44,982257.83,34,449006.56,94,227227.54,15,620246.82,12,868294.54,75,819404.29,88,64390.17,47,484517.54,25,693676.46,56,335734.75,1,379490.75,60,221269.43,24,676986.48,91,291379.9,39,9698.65,65,29529.32,87,472276.44,16,433690.21,5,815102.25,47,211508.69,24,14254.35,35
Frank,New York,America,24983.2,23,738269.23,33,385053.11,76,327681.84,75,234851.05,53,879186.23,7,665239.08,50,515360.85,70,492481.02,64,903429.92,29,782292.26,0,401803.18,86,901972.5,42,467511.42,97,464645.62,80,299407.52,20,745805.16,58,201925.52,80,495618.86,35,693908.74,62,169388.27,55,993521.75,47,313197.39,10,648705.23,17,179684.53,68,79787.21,45,934863.34,70,581218.45,97,127694.95,53,130282.63,56,598006.59,60,76788.34,11,654716.24,23
Bob,Paris,Europe,455496.81,89,27666.98,27,291324.86,13,377759.87,69,245572.84,1,54109.97,11,908120.1,51,657752.92,68,111221.39,41,402428.13,36,557332.88,96,874933.96,11,592917.41,80,472142.53,40,608330.25,57,957254.1,52,371718.47,80,135289.06,72,666058.33,63,408108.11,26,97612.6,44,411828.16,83,427203.78,4,833225.16,96,325491.63,34,299144.2,61,987490.71,20,99907.3,94,812690.84,98,608578.57,90,883758.34,55,261863.04,38,125811.91,9
Charlie,Madrid,Europe,417268.03,11,860744.25,61,258132.5,86,616560.32,45,312414.64,30,612065.36,70,126289.25,99,654821.24,21,351142.63,8,886096.32,54,693145.12,25,203978.38,13,967988.03,80,191144.23,47,580914.02,82,50794.88,81,167533.65,55,412128.79,3,524174.94,75,623703.2,81,373383.44,4,232644.94,28,900683.31,9,292519.54,46,506990.41,9,306502.02,66,76270.1,19,553339.45,5,844256.34,21,193280.18,12,452603.28,54,725806.09,43,805764.73,98
Grace,London,Europe,919446.57,80,349716.02,69,241140.83,84,355892.5,16,285050.66,33,232663.45,97,641219.11,70,199817.83,92,209645.94,51,119659.63,44,290120.79,42,346028.08,67,726691.61,96,651872.65,48,758682.33,27,311275.65,32,112884.67,46,372465.02,45,781585.92,41,781553.48,29,161952.36,75,655204.62,40,286853.77,74,644913.13,76,652442.41,89,339711.5,34,547968.54,20,720078.45,67,37281.35,10,632293.78,46,470111.18,40,491214.18,40,188218.7,19
Charlie,Hong Kong,Asia,508190.97,42,559947.94,50,509225.23,2,835530.1,91,486201.02,35,57309.12,34,800425.14,59,311016.07,86,411797.95,38,859423.07,20,712431.15,45,7844.26,11,67993.86,12,580545.81,33,401965.56,25,306806.49,28,46947.78,92,173413.26,81,213863.31,43,279715.7,72,999454.6,33,198862.75,91,230860.81,82,473525.97,81,439493.57,87,504083.02,47,359271.58,48,671916.44,5,959969.67,48,751009.69,41,95687.08,61,286206.39,24,317953.55,43
Charlie,Berlin,Europe,641713.76,81,152917.41,33,37519.02,14,625528.94,77,44327.86,3,964081.57,27,773899.03,14,172347.59,17,214764.5,78,277238.35,29,367303.17,21,926727.71,91,819932.37,2,327601.38,73,782718.27,91,731180.74,8,201772.62,19,420501.97,43,272149.65,84,334020.34,94,338607.31,5,431866.12,24,935941.56,3,978035.41,45,745938.05,3,456161.65,54,99833.22,41,393830.11,33,441084.72,54,514129.71,54,519325.74,1,646153.64,33,74948.93,22
Charlie,Singapore,Asia,446214.13,75,429501.32,39,490156.26,95,364618.22,95,515313.0,48,671491.18,95,69180.04,40,347453.33,99,661584.99,39,543490.43,50,763031.08,59,737443.71,57,146391.39,52,614109.14,29,233653.18,12,120246.47,27,274599.27,27,336089.48,85,191297.79,2,235557.6,25,585440.57,37,753296.38,39,170446.02,17,328825.3,18,429964.33,43,794686.4,4,59831.9,44,526021.26,49,729753.67,2,745148.91,97,412378.38,98,410392.66,67,713659.08,66
Frank,Paris,Europe,908265.28,92,83397.2,40,219268.78,53,278571.21,92,552281.77,52,674838.98,26,559045.67,38,142652.22,90,42439.77,88,450735.45,92,938347.71,1,861964.39,41,307653.67,75,695372.68,89,931056.21,45,578661.16,41,304741.04,20,367279.35,29,977906.83,26,955277.54,84,526750.64,92,280391.42,93,992028.88,86,262345.26,60,948972.63,56,928457.62,33,136489.43,63,193839.03,30,687239.09,95,753865.76,45,360447.1,42,800018.59,45,800746.78,53
Adam,Tokyo,Asia,570475.87,21,413047.58,98,946321.96,48,61389.94,72,704904.74,17,799850.33,36,6442.36,33,59386.67,36,985785.5,95,354353.75,73,476426.29,67,336532.75,93,476346.8,74,849151.39,51,601120.03,79,832027.6,37,670932.12,74,805733.93,14,309765.6,49,719623.06,44,271729.36,83,352416.21,28,629396.66,82,124309.02,38,355182.44,11,60208.04,31,350510.13,23,47572.61,31,891346.79,49,730335.56,63,228468.21,33,707320.72,18,643703.15,49
Adam,Singapore,Asia,67110.08,34,942104.82,9,228875.84,95,338418.78,49,983619.53,18,607609.76,76,364066.69,82,698352.69,27,118753.3,4,644034.58,10,336000.22,95,633481.46,74,278130.45,50,705555.01,76,495990.36,94,490278.55,80,977541.68,11,935245.26,98,957294.8,63,105985.33,26,799872.53,11,536715.96,90,469332.77,74,312405.41,77,79114.59,89,768849.27,8,596911.73,55,803205.99,58,855989.66,46,994485.4,89,829560.19,68,729150.6,99,852262.03,54
Bob,Shanghai,Asia,149181.08,95,543777.39,93,739274.16,44,277699.96,17,774311.16,20,544144.05,56,638267.94,94,566946.14,37,221817.52,42,990541.6,92,771050.24,5,494491.39,86,439977.49,38,419635.53,16,9556.26,39,985953.09,16,649343.32,87,563307.62,31,49144.77,54,136128.03,82,657294.36,11,22693.66,31,9405.98,17,10141.18,48,723967.27,0,32861.13,34,194614.72,20,963135.81,18,25331.09,44,39773.67,46,671345.68,96,302197.96,37,619685.64,57
Bob,Shanghai,Asia,367091.07,46,14792.53,0,366352.01,0,752110.72,38,520941.84,72,294754.31,76,44751.81,67,160435.24,37,878742.94,23,359896.4,72,539839.68,56,202567.85,34,841124.58,18,696042.91,66,632531.66,67,163337.35,40,627428.47,11,822913.02,56,517036.91,93,888156.45,18,308703.98,16,24170.71,5,67946.89,72,497248.25,35,272377.35,63,975632.1,39,896919.84,95,359434.01,4,856710.2,49,420557.82,16,810567.33,61,469315.58,12,917707.03,85
Charlie,Tokyo,Asia,245861.3,79,537663.88,91,93762.11,61,603298.74,58,541158.62,46,204122.42,35,156892.83,32,355017.8,74,652690.4,7,545651.47,16,236492.04,23,789300.94,48,866030.95,7,742773.99,47,999497.83,95,710696.63,76,570308.03,50,272035.31,54,925889.67,86,64060.33,84,484025.67,87,714586.05,52,731249.11,48,887777.04,51,66769.23,44,941236.56,64,182510.58,47,79088.87,47,726941.1,6,940726.25,54,756532.33,73,69666.78,87,900959.51,33
Adam,Hong Kong,Asia,858389.53,53,911732.67,53,38670.42,6,580548.68,87,822325.63,36,51523.13,3,230549.94,36,524356.3,71,48063.99,17,313602.72,88,695152.8,77,736663.81,90,535458.37,58,222645.11,3,205848.14,66,733582.83,23,141740.11,45,876275.32,97,729272.84,52,763528.05,77,290789.02,43,474086.36,96,454370.77,98,670378.82,37,663153.45,72,182377.73,11,608290.95,38,698571.41,19,470072.52,99,136532.37,73,345300.34,19,291090.72,65,737134.95,77
Bob,Buenos Aires,America,107848.26,15,643773.26,53,85663.73,51,387596.26,49,383178.54,47,320233.74,11,84561.91,20,889538.74,75,496835.3,19,556987.93,22,200031.29,38,17986.36,31,846449.79,93,943251.96,38,10921.47,51,514361.38,98,621854.99,57,396333.54,24,59213.19,47,318513.02,59,860142.95,54,159634.66,59,127466.27,48,857916.49,27,524338.39,48,650511.52,90,836293.16,46,21284.91,77,730518.46,5,38948.64,23,944456.0,51,116482.33,16,819715.37,54
David,Paris,Europe,36448.74,45,951184.34,81,416706.58,40,537693.7,89,592219.47,17,936495.82,78,997665.92,98,72149.6,58,444241.67,92,633343.95,67,27190.4,46,139095.13,54,323187.74,67,596457.65,30,442761.12,5,858359.93,23,254441.96,79,754499.66,52,855771.98,32,203316.81,92,899970.33,82,693864.4,57,393427.52,30,580353.58,12,173636.03,94,605660.32,14,712920.88,42,899870.48,80,184714.55,75,718171.0,78,170441.93,67,441414.93,36,715512.24,41
Grace,Tokyo,Asia,808907.42,55,173385.63,86,193400.26,32,142448.91,26,759255.92,86,17111.37,35,351587.74,72,967435.61,76,402573.2,89,385691.32,36,518054.74,93,368905.33,27,358106.88,61,230015.07,16,425637.84,34,91767.9,47,753482.22,7,932613.56,73,944407.26,92,750431.36,29,608660.14,37,983788.56,54,525460.26,95,686066.72,96,128281.43,77,472434.41,33,996775.16,9,133933.22,18,419464.37,4,920071.4,98,196742.68,53,979985.77,45,861787.88,27
Adam,Paris,Europe,499418.75,38,48259.18,16,488633.63,5,308668.03,7,63300.57,82,579283.65,85,998372.74,29,816105.08,2,751539.9,14,919091.85,4,7192.96,46,47571.25,83,353084.17,36,754862.66,2,962155.53,60,66108.54,31,986507.92,7,709697.5,63,379021.84,50,606681.69,16,51023.85,58,537414.54,17,712906.86,72,868859.67,86,282357.61,49,802329.46,67,390691.18,21,88734.02,83,479652.89,92,305646.05,96,302936.16,76,39656.97,9,342372.36,56
Charlie,Madrid,Europe,118425.85,61,788071.22,97,720011.59,72,168126.84,19,636175.14,6,331579.93,68,597387.41,19,713326.8,78,39274.16,81,621084.86,27,797076.56,96,590836.55,41,107983.8,56,492320.74,51,216399.52,77,512318.05,11,636256.07,65,77208.78,16,180159.91,42,769482.92,64,774770.31,10,546791.48,81,787191.36,43,785557.72,26,722806.07,13,146477.86,12,738109.65,57,323132.71,12,193958.68,35,88716.65,15,268806.82,89,874643.51,31,931586.01,79
Bob,London,Europe,78767.64,3,174295.34,83,778944.03,79,350288.13,64,972399.85,15,388698.32,44,386138.87,76,207346.69,78,731821.47,61,6094.81,76,243635.67,1,613372.2,66,46670.78,29,599653.1,84,46311.99,6,204131.71,63,509614.59,30,41088.28,37,460654.02,15,465595.76,37,668515.59,22,96581.62,40,785720.9,51,710655.31,80,753338.22,53,690546.74,43,134069.95,70,43622.66,62,337586.7,55,761521.34,66,985855.9,80,147535.32,43,244204.91,85
David,Johannesburg,Africa,238460.86,29,159369.78,33,334839.9,77,524233.26,84,277717.73,64,750986.69,20,276899.92,55,762079.52,26,420627.19,23,107018.34,68,583107.72,93,192906.18,37,99423.22,40,89459.38,8,259684.09,16,786285.89,96,264405.43,98,843864.26,85,773119.76,73,198808.95,66,186378.5,64,970506.11,13,632492.77,40,103686.76,89,801344.84,50,505891.01,67,196043.61,62,306497.43,85,700501.02,18,135114.45,35,485381.15,47,231326.25,85,129336.55,21
Charlie,Buenos Aires,America,29123.33,5,709864.97,68,204544.15,1,172686.83,82,151868.55,91,129579.43,66,480419.86,27,469452.84,48,982727.22,19,487171.47,35,113353.82,10,203478.84,82,785901.29,73,812.19,24,48221.7,79,801885.05,89,746771.37,60,431779.09,31,781039.87,53,145096.69,86,464902.58,17,244652.65,58,603698.2,43,35819.07,45,86343.96,69,436468.51,76,795234.47,9,231776.83,3,284731.34,83,867178.41,40,423098.49,47,982113.42,91,583340.88,96
David,Paris,Europe,633418.22,0,649313.39,97,292307.66,47,871345.14,30,943213.38,41,741912.37,55,123689.0,60,821225.02,70,417759.39,93,147735.12,65,700046.2,35,567249.22,2,102077.24,23,496735.87,28,282086.83,70,14306.44,92,805948.03,33,588715.4,1,162203.85,64,738789.33,80,432401.29,20,60834.02,57,973238.85,26,571931.69,83,225461.38,66,680710.35,80,717733.11,47,800484.33,50,835187.04,75,685746.68,41,350884.87,63,718229.3,17,609351.32,49
David,Madrid,Europe,537553.38,93,262236.65,72,356973.76,93,12480.54,53,899472.22,78,920029.03,94,429108.18,26,640012.88,61,467890.14,34,180753.44,64,811890.28,5,40116.0,23,955132.84,18,508062.94,26,340880.49,29,916035.66,10,333789.71,51,126554.92,9,770987.88,60,857726.99,95,494775.95,23,21296.28,90,996057.93,43,882639.45,19,346373.93,19,598346.4,14,763956.91,82,760720.32,5,507208.59,14,399354.53,86,380416.29,8,966629.94,69,133459.13,89
Frank,Buenos Aires,America,369777.25,26,993583.51,97,913709.74,60,507648.15,6,115401.96,57,905413.47,52,925064.6,13,380562.06,11,493775.59,37,674037.33,66,186937.76,28,962505.32,5,35661.14,84,731532.16,39,179839.4,98,494670.51,2,125992.0,9,451368.04,46,21681.22,94,288523.92,16,885440.2,57,488611.43,83,726850.96,92,472583.76,85,827200.94,70,829816.73,1,200634.32,94,430278.24,29,118596.23,15,976458.64,97,950340.85,83,901182.51,44,925519.07,74
Grace,Shanghai,Asia,762368.05,20,447357.96,58,303323.58,35,308968.19,12,411698.2,8,26390.44,11,396287.98,46,902481.92,51,223264.39,10,153602.46,32,920016.79,32,238315.47,11,541629.51,10,461113.79,86,294832.7,17,747835.36,58,497322.6,25,755834.58,79,856007.93,3,89174.14,38,560836.58,93,490143.72,67,417694.96,15,98206.58,79,715146.41,55,594864.95,53,732932.81,65,968908.57,36,279087.65,57,907431.48,43,587687.13,91,347867.63,10,651840.78,70
Bob,Lagos,Africa,340536.02,85,458387.14,57,202924.75,25,534577.36,10,886929.3,23,927217.53,69,120521.02,27,198771.97,99,440921.16,40,289104.87,66,195372.27,50,887482.21,60,291789.09,27,255522.21,78,725829.55,40,114736.77,0,324270.99,37,764973.03,51,234834.62,44,797469.98,94,600527.86,3,31263.91,2,200137.33,88,847506.29,70,572086.55,55,313488.85,58,806406.15,66,259850.4,83,233566.52,67,170124.02,72,68365.78,40,276313.62,88,715372.16,95
Grace,Johannesburg,Africa,43208.59,35,572382.26,35,670068.41,98,336259.72,29,109037.05,47,549551.98,68,39957.06,73,330555.65,30,197512.34,92,465769.19,49,654328.12,81,475413.55,62,239388.81,8,652936.02,43,601861.98,46,856923.75,29,564660.92,82,109597.21,36,264658.87,80,505124.35,36,446801.34,74,492673.82,87,432237.79,28,777404.83,54,968795.94,40,295445.42,21,379674.08,99,585800.33,19,9902.03,90,480444.46,5,952804.6,34,71253.69,55,944935.35,99
Adam,Madrid,Europe,247577.04,65,374564.91,33,430539.43,4,626597.32,94,614581.59,69,922776.78,7,797079.82,65,926437.76,88,899124.85,96,977870.54,82,744212.48,96,510937.63,36,154685.0,29,919183.44,40,797287.33,65,929859.51,73,437658.21,84,516379.11,89,825694.14,56,836448.67,48,779680.83,63,655650.2,76,31794.89,53,1098.91,75,579727.39,70,130665.47,30,249684.13,81,214171.63,19,609923.74,19,198555.3,68,490539.69,88,621729.15,22,808090.39,34
Grace,Lagos,Africa,962423.63,19,769374.3,97,674876.46,96,26011.0,25,822462.14,97,766291.18,74,51566.13,47,905142.61,91,644695.64,23,196073.11,22,182432.66,79,539141.41,23,182075.62,55,544004.86,65,906560.27,76,944824.93,64,413462.9,49,528663.39,44,418804.17,98,319657.11,20,659418.11,65,174713.86,10,176314.94,74,484461.25,89,451803.68,10,885102.79,28,971123.01,41,817251.64,31,508699.78,0,26681.26,81,563985.23,80,15610.17,11,389871.63,14
Bob,Buenos Aires,America,976011.24,3,22735.72,3,863049.47,82,801479.07,40,520754.9,97,506411.16,45,342345.14,25,630501.93,79,865232.61,90,74861.14,95,887134.99,42,825498.33,65,52213.51,31,594257.0,10,690524.38,75,774868.1,30,329397.15,60,984516.68,83,130098.89,39,482713.92,60,618259.61,29,27191.83,6,648938.06,4,358138.74,92,231904.1,74,515210.38,2,58298.92,1,388582.45,11,130075.54,11,631667.46,94,236581.13,48,608948.84,94,600978.48,4
Charlie,Cairo,Africa,486061.09,81,654948.71,24,46978.9,14,876054.42,87,777626.11,75,66790.77,60,341876.76,62,244360.78,60,806345.03,2,827977.44,22,146936.27,22,552084.28,82,138312.19,58,936177.11,74,16642.11,14,670226.88,74,994224.31,5,801208.82,35,303903.34,22,481409.7,69,916617.57,37,812630.1,26,418136.32,23,500456.96,32,41588.17,90,649116.66,31,863860.5,24,461648.22,0,83913.0,18,386451.0,50,747330.26,57,505505.63,27,256978.81,82
Frank,Hong Kong,Asia,533182.09,31,820235.48,64,188181.01,6,415737.23,41,57243.98,49,371598.88,54,997276.27,32,295735.15,79,202197.62,94,412657.46,72,356421.85,52,577829.8,35,433464.57,70,126373.58,96,738252.07,10,950626.14,92,843773.47,83,924101.54,83,124915.85,17,907996.27,19,721028.09,51,943513.67,73,103745.96,63,754967.98,57,656955.63,71,52304.25,89,428019.33,85,524545.48,20,278424.4,39,813480.96,8,804908.6,5,664817.54,86,659544.79,83
Charlie,Buenos Aires,America,878972.3,70,283679.37,85,910236.86,63,297403.7,81,862783.03,5,687624.09,93,460326.53,24,674380.18,20,709157.68,17,632484.85,43,634305.52,35,623272.81,25,471755.32,11,536025.51,83,190974.45,43,289330.64,10,479777.7,43,35801.43,9,514276.23,6,479384.68,16,617165.86,10,383473.65,87,688985.63,4,81719.82,67,171097.85,14,445387.9,59,44560.82,62,66288.8,88,957495.17,1,623824.16,18,337139.95,49,47529.08,20,719690.59,5
Bob,Johannesburg,Africa,279628.72,53,770913.28,73,150433.18,39,135511.82,30,119075.99,11,655646.57,29,416513.01,74,851067.7,32,182223.17,87,87668.76,87,354179.4,46,323530.16,80,512131.61,42,620651.24,54,827343.87,57,277218.69,71,373009.77,93,717334.67,24,493182.84,57,341651.76,11,540704.6,97,189048.75,50,250182.01,53,622522.0,81,25129.57,60,265609.55,85,938008.5,13,275829.56,59,975250.27,40,310354.48,22,362402.39,59,855314.05,41,336962.73,49
David,Tokyo,Asia,185029.81,78,483662.6,4,660599.34,35,608755.35,81,871759.19,57,76069.03,48,78898.5,0,261915.09,62,618840.26,6,753972.01,56,629568.13,52,479601.58,45,667223.42,43,181137.18,49,160942.39,89,588671.24,66,149711.39,45,34233.73,59,458280.33,52,281401.57,48,701574.93,53,582458.55,51,924494.7,17,123231.79,49,870226.57,3,452364.21,92,692097.76,6,215742.97,79,52554.08,40,532596.34,76,654304.67,60,540292.93,13,601220.53,88
Frank,Singapore,Asia,544877.61,72,264104.11,52,176533.96,44,745343.39,96,274766.66,93,180836.67,83,533888.27,41,212565.16,51,289055.49,58,994835.02,65,796514.57,56,908113.34,25,162049.81,28,778032.81,28,740291.84,25,488101.36,11,467123.4,77,264286.41,20,461328.88,85,697665.61,36,129738.95,90,220272.63,87,610112.8,84,662146.0,67,532404.69,58,590038.21,91,598074.46,54,560303.69,99,204339.8,90,506697.06,64,572506.25,29,628575.28,17,582528.7,16
